,class,text
90,notsarc,"['know', 'one', 'aspect', 'story', 'that', 'one', 'ever', 'seems', 'focus', 'refuting', 'the', 'flood', 'think', 'is', 'excellent', 'extra', 'point', 'of', 'refutation', 'of', 'the', 'whole', 'ridiculous', 'story']"
91,notsarc,"['soi', 'look', 'clouds', 'see', 'cow', 'clouds', 'arent', 'telling', 'a', 'steak']"
92,notsarc,"['right', 'real', 'man', 'supports', 'loves', 'thick', 'thin', 'he', 'doesnt', 'try', 'and', 'control', 'things', 'he', 'cant', 'eitherin', 'the', 'end', 'a', 'mans', 'decision', 'not', 'body', 'therefore', 'he', 'right', 'make', 'the', 'ultimate', 'decision', 'he', 'express', 'his', 'view', 'thats', 'it', 'im', 'pretty', 'sure', 'its', 'not', 'easier', 'to', 'decide', 'cudos', 'to', 'those', 'men']"
93,notsarc,"['approximate', 'really', 'depends', 'upon', 'day', 'start', 'counting', 'menses']"
94,notsarc,"['actually', 'archie', 'neither', 'left', 'right', 'went', 'democrat', 'republican', 'and', 'took', 'center', 'tone', 'entire', 'issue', 'hand', 'portraying', 'the', 'reality', 'the', 'suffering', 'of', 'hometown', 'due', 'to', 'jobs', 'leaving', 'the', 'us', 'and', 'the', 'greed', 'wall', 'street']"
95,notsarc,"['first', 'post', 'qualify', 'stating', 'assert', 'that', 'reproduction', 'absolute', 'requirement', 'life', 'ontogeny', 'of', 'an', 'individual', 'of', 'course', 'reproduction', 'is', 'not', 'essential', 'character', 'of', 'life']"
96,notsarc,"['let', 'explain', 'youyou', 'want', 'to', 'stop', 'abortions', 'someone', 'else', 'want', 'to', 'take', 'womans', 'right', 'to', 'choose', 'away', 'jito', 'supporting', 'a', 'womans', 'right', 'to', 'choose', 'impose', 'upon', 'life', 'wayyou', 'want', 'to', 'stop', 'me', 'able', 'to', 'marry', 'this', 'does', 'not', 'effect', 'your', 'life', 'in', 'any', 'way', 'yet', 'a', 'devastationg', 'effect', 'life', 'left', 'supports', 'rights', 'your', 'side', 'want', 'to', 'limit', 'the', 'rights', 'othersyou', 'want', 'to', 'stop', 'me', 'from', 'being', 'able', 'to', 'marry', 'you', 'a', 'religious', 'belief', 'even', 'though', 'may', 'have', 'a', 'religious', 'belief', 'supports', 'it', 'therefore', 'you', 'imposing', 'your', 'religious', 'moral', 'views', 'on', 'me', 'i', 'not', 'share', 'beliefs']"
97,notsarc,"['think', 'weve', 'got', 'draw', 'line', 'point', 'to', 'demarcate', 'adult', 'child', 'ever', 'draw', 'it', 'seem', 'some', 'situations', 'to', 'arbitrary', 'we', 'made', 'it', '20', 'question', 'would', 'be', '20', 'year', 'olds', 'and', '19', 'the', 'years', 'society', 'determined', 'that', '18', 'people', 'attained', 'enough', 'life', 'experience', 'to', 'form', 'intent', 'and', 'to', 'comprehend', 'that', 'actions', 'have', 'consequences', 'at', 'least', 'it', 'applies', 'to', 'the', 'death', 'penalty', 'be', 'tried', 'as', 'adults', 'wo', 'death', 'we', 'dont', 'execute', 'people', 'cant', 'comprehend', 'the', 'nature', 'their', 'crimes', 'and', 'society', 'says', 'that', '18', 'cant', 'fully', 'comprehend', 'criminal', 'actions']"
98,notsarc,"['since', 'i', 'know', 'evolution', 'take', 'place', 'i', 'catch', 'sides', 'i', 'dont', 'believe', 'scientific', 'explanation', 'the', 'origins', 'of', 'life', 'the', 'beginning', 'of', 'intelligent', 'awareness']"
99,notsarc,"['police', 'military', 'are', 'civilians', 'unless', 'are', 'paid', 'dod', 'and', 'come', 'the', 'geneva', 'convention', 'you', 'are', 'civilian', 'period', 'you', 'paid', 'attention', 'you', 'know', 'not', 'the', '``', 'standing', 'army', ""''"", 'that', 'is', 'fighting', 'the', 'current', 'wars', 'it', 'is', 'oath', 'taking', 'militiacivilians', 'the', 'state', 'national', 'guards', 'and', 'reserve', 'forces', 'who', 'taken', 'the', 'oath', 'many', 'of', 'us', 'have', 'protect', 'the', 'constitution', 'from', 'enemies', 'domestic', 'and', 'foreign', 'that', 'is', 'not', 'to', 'say', 'that', 'people', 'are', 'the', 'militia', 'eithercan', 'you', 'name', 'one', 'successful', 'government', 'that', 'ever', 'a', 'guerrilla', 'war', 'russia', 'fought', 'afghanistan', 'long', 'it', 'limped', 'back', 'home']"
100,notsarc,"['crime', 'dropped', 'significantly', 'new', 'york', 'los', 'angeles', 'in', 'recent', 'years']"
101,notsarc,"['since', 'issued', 'military', 'would', 'think']"
102,notsarc,"['intitled', 'opinions', 'statement', 'so', 'ironic', 'seems', 'others', 'also', 'suffer', 'pot', 'kettleism', 'and', 'dont', 'realize', 'it']"
103,notsarc,"['stating', 'as', 'example', 'was', 'stating', 'that', 'it', 'was', 'as', 'an', 'example', 'so', 'reasoning', 'that', 'know', 'it', 'is', 'not', 'person', 'is', 'people', 'disagree', 'whether', 'or', 'not', 'it', 'is', 'that', 'theory', 'could', 'use', 'a', 'bit', 'explanation']"
104,notsarc,"['oh', 'never', 'mind', 'condition', 'would', 'toxicnot', 'mention', 'that', 'ice', 'cores', 'support', 'such', 'magical', 'ideas']"
105,notsarc,"['right', 'drive', 'one', 'driving', 'not', 'a', 'right', 'state', 'does', 'not', 'owe', 'to', 'you', 'to', 'give', 'you', 'a', 'license', 'to', 'drive', 'the', 'activity', 'driving', 'is', 'a', 'priveldge', 'granted', 'the', 'state', 'not', 'a', 'rightrights', 'not', 'regulated', 'by', 'government', 'you', 'have', 'no', 'earthly', 'authority', 'take', 'it', 'away', 'you', 'the', 'state', 'never', 'gave', 'rights', 'already', 'them', 'do', 'i', 'have', 'to', 'ask', 'permission', 'to', 'exercise', 'them']"
106,notsarc,"['plenty', 'people', 'smoke', 'who', 'dont', 'develop', 'lung', 'cancer', 'youre', 'cherry', 'picking']"
107,notsarc,"['statement', 'isnt', 'logicalit', 'follow', 'person', 'creates', 'the', 'laws', 'therefore', 'follow', 'cant', 'change', 'themor', 'even', 'that', 'apply', 'to', 'if', 'teacher', 'says', '``', 'talking', 'the', 'classroom', ""''"", 'doesnt', 'apply', 'to', 'the', 'teacher', 'does', 'it']"
108,notsarc,"['theres', 'adding', 'firearms', 'going', 'theyre', 'already', 'criminals', 'thats', 'hard', 'fact', 'of', 'life', 'cant', 'ever', 'changed', 'deal', 'want', 'the', 'intended', 'victims', 'be', 'on', 'equal', 'footing', 'with', 'the', 'bad', 'guys', 'theres', 'nothing', 'unreasonable', 'that']"
109,notsarc,"['many', 'gun', 'hating', 'crowd', 'also', 'guns', 'the', 'elitism', 'belief', 'theyre', 'superior', 'humans', 'thus', 'deserve', 'to', 'armed', 'everyone', 'else', 'the', 'world', 'be', 'unarmed', 'and', 'bow', 'theyre', 'gods']"
110,notsarc,"['im', 'glad', 'made', 'correlation', 'toe', 'substitute', 'case']"
111,notsarc,"['ignored', 'third', 'option', 'denier', 'right', 'good', 'that', 'third', 'option', 'is', 'one', 'you', 'atheists', 'and', 'secular', 'humanists', 'refuse', 'consider', 'and', 'that', 'is', 'that', 'god', 'spoke', 'the', 'stars', 'creation', 'the', 'time', 'genesis', 'says', 'spoke', 'everything', 'into', 'existence', '6', 'days', 'time', 'as', 'genesis', 'declares', 'is', 'dishonest', 'and', 'deceptive', 'position', 'is', 'to', 'extrapolate', 'that', 'info', 'that', 'is', 'god', 'is', 'deceptive', 'it', 'is', 'like', 'saying', 'that', 'you', 'reject', 'the', 'gospel', 'of', 'jesus', 'as', 'accurately', 'and', 'honestly', 'share', 'it', 'you', 'that', 'it', 'is', 'lying', 'about', 'that', 'gospel', 'because', 'you', 'have', 'rejected', 'it', 'it', 'is', 'the', 'irrational', 'and', 'dishonest', 'reasoning', 'possible', 'yet', 'it', 'defines', 'the', 'way', 'your', 'minds', 'work', 'emoticonxdonno']"
112,notsarc,"['essentially', 'good', 'thing', 'religion', 'poses', 'question', 'that', 'may', 'may', 'completely', 'meaningless', 'invents', 'a', 'happy-making', 'answer', 'satisfy', 'the', 'curiosity', 'thus', 'engendered', 'wow', 'thats', 'so', 'much', 'profound', 'eradicating', 'smallpox']"
113,notsarc,"['think', 'i', 'fall', 'tall', 'cliff', 'ill', 'die', 'that', 'mean', 'that', 'gravity', 'and', 'science', 'either', 'evil', 'incorrect']"
114,notsarc,"['country', 'country', 'world', 'going', 'hell', 'hand', 'basket', 'pleases', 'emoticonxfrazzled']"
115,notsarc,"['universe', 'right', 'murderunfortunately', 'in', 'united', 'states', 'recently', 'recognized', 'abusing', 'children', 'owning', 'slaves', 'is', 'a', 'rightand', 'only', 'recently', 'have', 'women', 'enjoyed', 'the', 'right', 'to', 'vote', 'in', 'the', 'united', 'stateswhat', 'certain', 'activities', 'forbidden', 'in', 'publicsome', 'the', 'conservative', 'red', 'states', 'have', 'only', 'recently', 'decreed', 'that', 'there', 'speek', 'limits', 'not', 'safety', 'reasons', 'of', 'courseand', 'george', 'walker', 'bush', 'guaranteed', 'the', 'right', 'of', 'corporations', 'to', 'dump', 'dangerous', 'chemicals', 'lakes', 'and', 'rivers', 'and', 'the', 'oceans']"
116,notsarc,"['statistically', 'school', 'massacre', 'someone', 'a', 'concealed', 'carry', 'permit', 'short', 'nonexistent', 'fact', 'still', 'doesnt', 'mean', 'a', 'thing']"
117,notsarc,"['justifiably', 'dont', 'see', 'problem', 'you', 'the', 'problem', 'the', 'proposed', 'revisions', 'typical', 'yec', 'banter', '``', 'evolution', 'is', 'theory', ""''"", '-', 'without', 'making', 'clear', 'a', 'theory', 'is', '``', 'teach', 'sides', 'the', 'question', ""''"", 'thats', 'code', 'teaching', '``', 'creation', 'theory', ""''"", 'id', 'mean', 'that', 'geography', 'class', 'the', 'teachers', 'present', 'a', 'flat', 'earth', 'a', 'reasonable', 'alternative', 'about', 'the', 'earth', 'as', 'the', 'center', 'of', 'the', 'universe', 'all', 'for', 'teaching', 'well', 'supported', 'theories', 'that', 'are', 'in', 'agreement', 'the', 'mainstream', 'id', 'or', 'creationism', 'arent']"
118,notsarc,"['book', 'review', 'better', 'world', ':', 'the', 'secret', 'history', 'of', 'forced', 'sterilization', 'americas', 'quest', 'for', 'racial', 'purity', 'harry', 'bruinius', ':', 'http', ':', 'wwwnytimescom20060226bow26satelhtmlhmmm', 'teddy', 'roosevelt', 'winston', 'churchill', 'the', 'rockefeller', 'foundations', 'millions', 'of', 'americans', 'the', 'state', 'of', 'indiana', 'all', 'embraced', 'the', 'concept', 'of', 'eugenicsinteresting', 'yes']"
119,notsarc,"['truly', 'believe', 'think', 'you', 'need', 're-read', 'posts', 'put', 'shoes', 'the', 'receiving', 'end']"
120,notsarc,"['depends', 'cell', 'mean', 'mammalian', 'red', 'blood', 'cells', 'example', 'entire', 'nuclei', 'mitochondria', 'removed', 'much', 'smidgeon', 'dna']"
121,notsarc,"['wouldnt', 'nice', 'knew', 'enough', 'differentiate', 'theory', 'evidence', 'definition', '[', 'quote', ']', 'ha', 'however', 'genes', '``', 'losing', 'glitter', ""''"", '[', 'quote', ']', 'wasnt', 'aware', 'glittered', 'are', 'you', 'talking']"
122,notsarc,"['got', 'tubes', 'tied', '``', 'womens', 'rights', 'getting', 'shredded', 'debate', 'abortion', 'fewer', 'fewer', 'women', 'going', 'want', 'to', 'even', 'risk', 'sex', 'with', 'men', 'itll', 'cause', 'wave', 'abstinence', 'and', 'imprisonment', 'cut', 'succesive', 'generations', 'in', 'half', 'thatll', 'even', 'errode', 'the', 'solvancy', 'of', 'social', 'security', ""''"", 'would', 'one', 'get', 'tubes', 'tied', 'swearing', 'men', 'emoticonxconfused', 'and', 'you', 'really', 'believe', 'the', 'rest', 'of', 'the', 'load', 'imprisonment', 'and', 'ss', 'solvancy', 'erosion', 'emoticonxrolleyes']"
123,notsarc,"['atheist', 'believes', 'humans', 'highest', 'form', 'intelligence', 'devout', 'christian', 'believes', 'god', 'the', 'highest', 'form', 'of', 'intelligence', 'the', 'christian', 'allow', 'the', 'atheist', 'force', 'to', 'behave', 'if', 'humans', 'are', 'the', 'highest', 'form', 'of', 'intelligence']"
124,notsarc,"['well', 'worth', 'police', 'prefer', 'use', 'ar-15', 'carbines', 'mp-5', '9mms', 'either', 'mossberg', 'remington', '12ga', 'serving', 'no-knock', 'warrant', 'house', 'or', 'the', 'wrong', 'house', 'next', 'door', 'the', 'middle', 'night', 'and', 'the', 'ak', 'may', 'a', 'bit', 'much', 'for', 'home', 'use', 'the', '762', 'would', 'way', 'over-penetrate', 'the', 'walls', 'and', 'hit', 'the', 'neighbors', 'houses', 'or', 'the', 'neighbors', 'hope', 'helped']"
125,notsarc,"['think', 'i', 'posted', 'awhile', 'ago', 'huge', 'bs', 'thats', 'like', 'saying', '``', 'civil', 'rights', 'hurt', 'blacks', ""''"", 'even', 'though', 'abortion', 'may', 'unwated', 'side', 'affects', 'its', 'near', 'emotional', 'physical', 'pain', 'and', 'suffering', 'the', 'rest', 'life', 'forced', 'pregnancy', 'goes', 'show', 'that', 'the', 'pro-life', 'movement', 'desperate']"
126,notsarc,"['support', 'choice', 'abort', 'fetus', 'embryo', 'argument', 'made', 'slavery', '``', 'dont', 'to', 'but', 'dont', 'tell', 'us', 'to', 'do', ""''"", 'a', 'fairly', 'similar', 'argument', 'but', 'doesnt', 'show', 'whether', 'or', 'abortion', 'wrong', 'that', 'lines', 'thinking', 'questioned']"
127,notsarc,"['know', 'something', 'wrong', 'world', 'people', 'start', 'calling', 'embryos', 'non-sentient', 'life', 'forms', 'victims', 'and', 'referring', 'martin', 'luther', 'king', 'jr', 'to', 'justify', 'views', 'seems', 'today', 'anyone', 'that', 'shows', 'decency', 'slight', 'intelligence', 'or', 'common', 'sense', 'is', 'labeled', 'radical', 'leftist', 'man', 'republicans', 'getting', 'desperate', 'when', 'you', 'see', 'trying', 'to', 'equate', 'embryos', 'to', 'men', 'using', 'mlk']"
128,notsarc,"['doesnt', 'genesis', 'imply', 'creation', 'occured', 'one', '7-day', 'period', 'though', 'days', 'could', 'symbollic']"
129,notsarc,"['think', 'free', 'society', 'works', 'better', 'saying', '``', 'have', 'least', 'a', 'certain', 'variety', 'to', 'give', 'customers', 'a', 'choice', 'products', ""''"", 'businesses', 'have', 'restrictions', 'private', 'citizens']"
130,notsarc,"['well', 'think', 'god', 'must', 'bit', 'confused', 'since', 'also', 'saysnow', 'therefore', 'kill', 'every', 'male', 'among', 'little', 'ones', 'kill', 'every', 'woman', 'that', 'hath', 'known', 'man', 'lying', 'the', 'women', 'children', 'that', 'known', 'a', 'man', 'by', 'lying', 'with', 'him', 'keep', 'alive', 'numbers', '31:17-18he', 'doesnt', 'seem', 'mind', 'least', 'retroactive', 'abortions']"
131,notsarc,"['master', 'baiter', 'like', 'present', 'thesis', 'taken', 'seriously', 'you', 'havent', 'you', 'arent']"
132,notsarc,"['point', 'claiming', 'tenets', 'christianity', 'are', 'doubt', 'the', 'several', 'thousand', 'denominations', 'hold', 'contradictory', 'views', 'science', 'proceeds', 'challenges', 'contradictions', 'contradiction', 'in', 'science', 'is', 'evidence', 'of', 'doubt', 'evidence', 'of', 'field', 'of', 'advance', 'in', 'religion', 'is', 'without', 'question', 'a', 'matter', 'of', 'the', 'veracity', 'of', 'the', 'ultimate', 'truth', 'of', 'the', 'thousands', 'of', 'christian', 'faiths', 'hold', 'the', 'truth']"
133,notsarc,"['first', 'define', '``', 'government', 'funded', ""''"", 'fbi', 'the', 'cia', 'federal', 'law', 'enforcement', 'agencies', 'the', 'military', 'vital', 'government', 'entities', 'armed', 'the', 'fact', 'that', 'governments', 'around', 'the', 'world', 'killed', 'citizens', 'disarming', 'mean', 'that', 'should', 'not', 'be', 'armed', 'means', 'that', 'the', 'citizens', 'should', 'not', 'be', 'disarmed', 'think', 'country', 'would', 'have', 'become', 'the', 'last', '100', 'years', 'without', 'armed', 'government']"
134,notsarc,"['point', 'however', 'fetal', 'lung', 'is', 'mature', 'enough', 'survive', 'outside', 'the', 'womb', 'even', 'mechanical', 'assistance', 'unless', 'technology', 'pretty', 'radically', 'different', 'the', 'future', 'isnt', 'getting', 'it', 'about', 'it', 'not', 'surviving', 'it', 'is', 'out']"
135,notsarc,"['neither', 'suggesting', 'illegality', 'makes', 'something', 'immoral', 'legality', 'morality', 'completely', 'separate', 'things']"
136,notsarc,"['actually', 'slipped', 'talking', 'bible', 'seem', 'refering', 'to', 'miracle', 'lazarus']"
137,notsarc,"['believe', 'i', 'would', 'know', 'post', 'sarcasm']"
138,notsarc,"['ill', 'take', 'questions', 'one', 'time', 'thread']"
139,notsarc,"['ashame', 'everyone', 'keeps', 'looking', 'judiciary', 'the', 'legislatures', 'work', 'the', 'people', 'press', 'congress', 'to', 'take', 'abortion', 'the', 'job', 'congress', 'to', 'address', 'the', 'issues', 'desired', 'its', 'constituents']"
140,notsarc,"['still', 'havent', 'learned', 'google', 'you', 'yankee', 'fanhowstuffworks', '``', 'artificial', 'life', ""''"", 'artificial', 'life', 'likely', '3', '10', 'years', '-', 'science', '-', 'redorbitand', 'relying', 'entirely', 'insults', 'is', 'good', 'way', 'gaining', 'credibility', 'didnt', 'work', 'on', 'livewire', 'it', 'wont', 'work']"
141,notsarc,"['declaration', 'independence', 'thomas', 'jefferson', 'identifies', 'the', 'right', 'life', 'fundamental', 'freedom', 'gun-control', 'saves', 'lives', 'more', 'gun-control', 'means', 'more', 'freedom', 'arent', 'pro-gunners', 'interested', 'in', 'freedom']"
142,notsarc,"['well', 'genesis', 'fact', 'true', 'would', 'assume', 'god', 'real', 'bible', 'less', 'explains', 'wants', 'right', 'and', 'if', 'is', 'someone', '``', 'there', ""''"", 'damn', 'to', 'eternal', 'torment', 'if', 'you', 'dont', 'what', 'he', 'wants', 'is', 'one', 'interpretation', 'the', 'bible', 'that', 'might', 'effect', 'the', 'way', 'you', 'act', 'realize', 'that', 'that', 'isnt', 'exactly', 'the', 'changing', 'moral', 'compass', 'history', 'demonstrated', 'that', 'peoples', 'moral', 'will', 'stretch', 'to', 'accomodate', 'pressing', 'needs', 'and', 'i', 'think', 'actual', 'vengeful', 'diety', 'would', 'qualify']"
143,notsarc,"['doesnt', 'explain', 'manslaughter', 'like', 'miscarriage', 'rather', 'why', 'is', 'differentand', 'clerisian', 'didnt', 'seem', 'arguing', 'that', 'two', 'distinct', 'rather', 'you', 'appeared', 'to', 'say', 'that', 'pro-lifers', 'support', 'charging', 'mothers', 'miscarried', 'manslaughter', 'the', 'mothers', 'actions', 'say', 'drinking', 'heavily', 'were', 'the', 'cause', 'death']"
144,notsarc,"['understands', 'natural', 'selection', 'he', 'belives', 'goes', 'accepted', 'scientists']"
145,notsarc,"['agreew', 'principle', 'however', 'i', 'see', 'many', 'flaws', 'in', 'justice', 'system', 'make', 'useful', 'point']"
146,notsarc,"['isnt', 'incident', 'states', 'last', 'year', 'an', 'elderly', 'woman', 'beaten', 'raped', 'and', 'several', 'days', 'later', 'rapist', 'came', 'back', 'it', 'and', 'killed', 'the', 'spot', 'she', 'wasnt', 'brought', 'to', 'court', 'to', 'face', 'trial', 'even', 'know', 'she', 'killed', 'someonethat', 'something', 'like', 'handled']"
147,notsarc,"['aside', 'admire', 'way', 'words', 'bravo']"
148,notsarc,"['reveal', 'prediliction', 'reading', 'you', 'want', 'see', 'words', 'others', 'described', 'materialism', 'embracing', 'new', 'forces', 'and', 'phenomena', 'withstood', 'the', 'rigors', 'of', 'the', 'scientific', 'method', 'i', 'explicitly', 'described', 'science', 'methodology', 'a', 'philosophy', 'you', 'wrong', 'ww', 'and', 'the', 'longer', 'you', 'pretend', 'otherwise', 'the', 'time', 'youre', 'going', 'to', 'waste', 'strawmen', 'and', 'the', 'more', 'chances', 'im', 'going', 'to', 'get', 'to', 'make', 'your', 'arguments', 'look', 'silly', 'to', 'you', 'argue', 'me', 'argue', 'with', 'the', 'person', 'you', 'want', 'me', 'to']"
