,class,text
153,notsarc,"I think we are all aware that abortion is a terrible thing. No-one is denying that. And contrary to what some people might think, there is nothing anyone could say to make (most) women undergoing an abortion feel any worse about it. Just like any traumatic situation, sometimes you might just need to talk to someone about it, make sure your head is in the right place. And yes, some abortion clinics do provide counseling, but as far as i know, all of them provide referrals to other organizations that do. Contrary to what some people might think, the employees at these clinics, for the most part, are caring, compassionate people."
154,notsarc,"Just making sure that everybody is aware of his evasion, misrepresentation, and dishonesty. I figured a good time to do that would be while he was accusing scientists of these things... (I figure it's a damn good illustration when a paper's author tells him to stop misrepresenting the paper, and he keeps doing it anyway.)In fairness, being a creationist isn't necessarily an indicator of dishonesty; there are plenty of creationists who are creationists simply because they are uneducated about the subject. Unfortunately, supersport isn't part of this group; he has seen the evidence and is willfully ignorant of it."
155,notsarc,"I don't see how this is not a debate about abortion. True, it's become mildly less concrete, but that's what happens when you try to get it right."
156,notsarc,"Sorry to inform you, but until you are 18 years old in this country, you are not granted full protection of your rights under the constitution of the united states. I don't agree with testing either, but saying that it violates your rights is not a valid argument. "
157,notsarc,"Well then what the devil are you moaning about then? It's not like Browning shot King, or actually made the rifle that was used or anything like that. Hell it wasn't even a rifle made by the Browning company.There's absolutely no connection between the two for you to be bitching about."
158,notsarc,"It won't. I'd think any responsible parent with a teen under the age of 18 who has a sound relationship with that teen would discuss the possibility of her becoming sexually active (a normal function in spite of some puritan attitudes) and offer simple avoidance of possible pregnancy and abortion. Like vehicle insurance she may never need it, but going without either one is plain stupid."
159,notsarc,"No Peeling, it would be, ""We proved it was possible to evolve as humans have, so why can only we do it?"" Why hasn't one other creature on Earth ever evolved to our level of sophistication in the same alleged 4 billion years that we have had to attain our level of evolution? If evo is real, then it seems only right that it should touch all species equally and that all species that weren't forced into extinction, but survived and overcame the pressures they faced should have ended up in a similar evolved place that man has attained in 4 billion years.Unless of course that the science of evolution is a humanistic justification to explain our origins but has no basis in fact what so ever. And that is my claim and belief."
160,notsarc,You offer no positive evidence towards Creationism nor did you deny that the idea of Creationism as scientific was destroyed long ago.
161,notsarc,"So what?? Who cares what the number of assumptions are? What we care about is whether the idea is correct. And to determine whether it is correct, you have to have data, not counting assumptions."
162,notsarc,They don't live in an environment where such events are likely. At one time there were several species of hominini living at the same time. Evolution is more bushlike that ladder like. It just so happens that we are the only species that remains.
